-5,2.3620850508,-0.017014853
-4.99875,4.9978598176,-0.0240525837
-4.9975,4.9978598176,-0.0240525837
-4.99625,4.9978598176,-0.0240525837
-4.995,4.9978598176,-0.0240525837
-4.99375,4.9978598176,-0.0240525837
-4.9925,4.9978598176,-0.0240525837
-4.99125,4.9978598176,-0.0240525837
-4.99,4.9978598176,-0.0240525837
-4.98875,4.9978598176,-0.0240525837
-4.9875,4.9978598176,-0.0240525837
-4.98625,4.9978598176,-0.0240525837
-4.985,4.9978598176,-0.0240525837
-4.98375,4.9943027667,-0.0240525837
-4.9825,4.9978598176,-0.0240525837
-4.98125,4.9978598176,-0.0240525837
-4.98,4.9978598176,-0.0240525837
-4.97875,4.9978598176,-0.0240525837
-4.9775,4.9978598176,-0.0240525837
-4.97625,4.9978598176,-0.0240525837
-4.975,4.9978598176,-0.0240525837
-4.97375,4.9978598176,-0.0240525837
-4.9725,4.9978598176,-0.0240525837
-4.97125,4.9978598176,-0.0240525837
-4.97,4.9978598176,-0.0240525837
-4.96875,4.9978598176,-0.0240525837
-4.9675,4.9978598176,-0.0240525837
-4.96625,4.9978598176,-0.0240525837
-4.965,4.9978598176,-0.0240525837
-4.96375,4.9978598176,-0.0240525837
-4.9625,4.9978598176,-0.0240525837
-4.96125,4.9978598176,-0.0240525837
-4.96,4.9978598176,-0.0240525837
-4.95875,4.9978598176,-0.0240525837
-4.9575,4.9978598176,-0.0240525837
-4.95625,4.9978598176,-0.0240525837
-4.955,4.9978598176,-0.0240525837
-4.95375,4.9978598176,-0.0240525837
-4.9525,4.9978598176,-0.0240525837
-4.95125,4.9978598176,-0.0240525837
-4.95,4.9978598176,-0.0240525837
-4.94875,4.9978598176,-0.0240525837
-4.9475,4.9978598176,-0.0240525837
-4.94625,4.9978598176,-0.0240525837
-4.945,4.9978598176,-0.0240525837
-4.94375,4.9978598176,-0.0240525837
-4.9425,4.9978598176,-0.0240525837
-4.94125,4.9978598176,-0.0240525837
-4.94,4.9978598176,-0.0240525837
-4.93875,4.9978598176,-0.0240525837
-4.9375,4.9978598176,-0.0240525837
-4.93625,4.9978598176,-0.0240525837
-4.935,4.9978598176,-0.0240525837
-4.93375,4.9978598176,-0.0240525837
-4.9325,4.9978598176,-0.0240525837
-4.93125,4.9978598176,-0.0240525837
-4.93,4.9978598176,-0.0240525837
-4.92875,4.9978598176,-0.0240525837
-4.9275,4.9978598176,-0.0240525837
-4.92625,4.9978598176,-0.0240525837
-4.925,4.9978598176,-0.0240525837
-4.92375,4.9978598176,-0.0240525837
-4.9225,4.9978598176,-0.0240525837
-4.92125,4.9978598176,-0.0240525837
-4.92,4.9978598176,-0.0240525837
-4.91875,4.9978598176,-0.0240525837
-4.9175,4.9978598176,-0.0240525837
-4.91625,4.9978598176,-0.0240525837
-4.915,4.9978598176,-0.0240525837
-4.91375,4.9978598176,-0.0240525837
-4.9125,4.9978598176,-0.0240525837
-4.91125,4.9978598176,-0.0240525837
-4.91,4.9978598176,-0.0240525837
-4.90875,4.9978598176,-0.0240525837
-4.9075,4.9978598176,-0.0240525837
-4.90625,4.9978598176,-0.0240525837
-4.905,4.9978598176,-0.0240525837
-4.90375,4.9978598176,-0.0240525837
-4.9025,4.9978598176,-0.0240525837
-4.90125,4.9978598176,-0.0240525837
-4.9,4.9978598176,-0.0240525837
-4.89875,4.9978598176,-0.0240525837
-4.8975,4.9978598176,-0.0240525837
-4.89625,4.9978598176,-0.0240525837
-4.895,4.9978598176,-0.0240525837
-4.89375,4.9978598176,-0.0240525837
-4.8925,4.9978598176,-0.0240525837
-4.89125,4.9978598176,-0.0240525837
-4.89,4.9978598176,-0.0240525837
-4.88875,4.9978598176,-0.0240525837
-4.8875,4.9978598176,-0.0240525837
-4.88625,4.9978598176,-0.0240525837
-4.885,4.9978598176,-0.0240525837
-4.88375,4.9978598176,-0.0240525837
-4.8825,4.9978598176,-0.0240525837
-4.88125,4.9978598176,-0.0240525837
-4.88,4.9978598176,-0.0240525837
-4.87875,4.9978598176,-0.0240525837
-4.8775,4.9978598176,-0.0240525837
-4.87625,4.9978598176,-0.0240525837
-4.875,4.9978598176,-0.0240525837
-4.87375,4.9978598176,-0.0240525837
-4.8725,4.9978598176,-0.0240525837
-4.87125,4.9978598176,-0.0240525837
